word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
-0.9539170506912442,-1.0,-1.0,-1.0,-1.0,-0.9659863945578231,-1.0,-1.0,-1.0,-1.0,-1.0,-0.656670113753878,-0.963963963963964,-0.87890625,-1.0,-1.0,-0.83984375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8012481997119539,-1.0,-1.0,-1.0,-1.0,-0.9659863945578231,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9559471365638766,-0.9118942731277533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9760049220672683,-1.0,-1.0,-0.9785909882997261,-1.0,-0.9975071043606076,-0.9953944733680418,-0.8958354040353841,0
-0.543778801843318,-0.9313725490196079,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9460946094609461,-1.0,-0.8986556359875905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6526610644257703,-1.0,-0.6283846872082166,-0.6514619883040935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9627829177774293,-1.0,-0.9320588011272755,-0.9816442920137188,-0.9873848618342012,-0.9383759069674982,1
-0.9585253456221198,-0.9747899159663865,-0.8341013824884793,-1.0,-0.982,-1.0,-0.955,-1.0,-0.7908745247148289,-0.9702970297029703,-0.9310344827586207,-0.828335056876939,-0.8702702702702703,-1.0,-1.0,-1.0,-1.0,-0.976592977893368,-0.4831932773109243,-0.9394939493949395,-0.7086834733893558,-1.0,-1.0,-0.9261538461538461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.960352422907489,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.991,-1.0,-1.0,-1.0,-1.0,-0.9885151763740772,-1.0,-0.9643510532643353,-0.957679860592482,-1.0,-0.9877060264576188,-0.9795754905887065,-0.7674187456515256,1
-0.7235023041474655,-1.0,-0.8341013824884793,-1.0,-0.712,-1.0,-1.0,-1.0,-0.908745247148289,-0.8547854785478548,-0.4482758620689655,-0.47880041365046533,-0.7837837837837838,-1.0,-1.0,-0.88,-0.90625,-1.0,-0.37815126050420167,-1.0,-0.6638655462184875,-1.0,-0.7357798165137615,-0.8030769230769231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.988,-1.0,-1.0,-1.0,-1.0,-0.9917965545529123,-1.0,-0.9894412210548325,-0.8894697535474234,-1.0,-0.9949495345418913,-0.9893872647176613,-0.9041844747043036,1
-0.9400921658986175,-1.0,-0.8110599078341014,-1.0,-1.0,-1.0,-1.0,-0.9108910891089109,-1.0,-1.0,-0.7931034482758621,-0.6008273009307136,-0.9531531531531532,-1.0,-1.0,-1.0,-1.0,-0.929778933680104,-0.7689075630252101,-1.0,-0.9757236227824463,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9687875150060024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.918,-1.0,-1.0,-0.974,-1.0,-0.9952830188679245,-0.9774565057583926,-0.982855052009827,-1.0,-1.0,-0.9994532092111711,-0.9979975971165399,-0.963820693768015,0
-1.0,-1.0,-0.8940092165898618,-1.0,-1.0,-0.9217687074829932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9677871148459384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9355742296918768,-1.0,-1.0,-1.0,-0.977,-0.873015873015873,-1.0,-1.0,-1.0,-0.9868744872846595,-1.0,-0.9831686791072082,-1.0,-1.0,-0.9998726114649682,-0.998798558269924,-0.9711758274525394,0
-1.0,-1.0,-1.0,-1.0,-0.838,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8865546218487395,-1.0,-0.6956115779645192,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9873503737389577,-1.0,-1.0,-0.9943733463988242,-0.9949939927913497,-0.9701818904681442,1
-1.0,-1.0,-0.8940092165898618,-1.0,-1.0,-1.0,-0.885,-1.0,-1.0,-0.8954895489548955,-1.0,-0.9027921406411582,-1.0,-0.91015625,-1.0,-0.954,-0.62890625,-1.0,-0.6666666666666667,-1.0,-0.6451914098972923,-1.0,-1.0,-0.9035897435897436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8986784140969163,-0.8986784140969163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9747744052502051,-1.0,-0.9794051539386336,-1.0,-0.996343971361109,-0.9920862322390985,-0.9441329595514618,-0.8970281284166584,1
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5756302521008403,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6970000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9994669279764822,-0.9993992791349621,-0.9974157638405724,0
-0.9539170506912442,-0.957983193277311,-0.815668202764977,-1.0,-0.96,-0.6938775510204082,-0.9,-0.834983498349835,-0.6958174904942965,-0.911991199119912,-0.8467432950191571,-0.8345398138572906,-1.0,-1.0,0.04895104895104918,-1.0,-0.921875,-0.5838751625487646,-0.6918767507002801,-0.977997799779978,-0.8132586367880486,-1.0,-0.963302752293578,-0.958974358974359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8879551820728291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9641099261689909,-1.0,-0.9679054937013225,-0.9128703012198158,-0.9978673166273135,-0.9883645271925527,-0.8662394873848619,-0.758870887585727,1
-1.0,-1.0,-0.7004608294930875,-1.0,-0.9359999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9338159255429163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9874897456931911,-0.9701053663317815,-0.993622915686582,-1.0,-1.0,-0.9992317491425773,-0.9979975971165399,-0.9860848822184672,0
-0.5622119815668203,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7338935574229692,-1.0,-0.8225957049486461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.905,-0.9138321995464853,-1.0,-1.0,-1.0,-0.970467596390484,-1.0,-0.3957451257121949,-1.0,-1.0,-0.9977853993140618,-0.9971966359631559,-0.9904582049498061,0
-1.0,-0.6596638655462185,-1.0,-1.0,-0.758,-1.0,-0.7,-1.0,-0.7718631178707225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.36801040312093636,-0.7450980392156863,-1.0,-0.7740429505135388,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9940597746202843,-0.985983179815779,-0.974555213199483,1
-0.8064516129032258,-1.0,-0.8064516129032258,-1.0,-0.494,-0.8571428571428572,-0.79,-1.0,-1.0,-0.9075907590759076,-0.6781609195402298,-0.8262668045501551,-1.0,-1.0,-1.0,-0.6639999999999999,-1.0,-1.0,-0.5868347338935573,-1.0,-0.607843137254902,-1.0,-0.0715596330275231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9403199343724364,-1.0,-0.9924729496628508,-0.27458302215583774,-0.989031914083327,-0.9968015678588927,-0.9977973568281939,-0.9646158433555312,1
-1.0,-1.0,-1.0,-1.0,-1.0,-0.8061224489795918,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6421923474663909,-1.0,-1.0,-1.0,-1.0,-0.55078125,-1.0,-0.9201680672268908,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7782045127220355,-1.0,-1.0,-1.0,-0.8745874587458746,-0.41156462585034015,-1.0,-1.0,-1.0,-1.0,-1.0,-0.748898678414097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9430000000000001,-1.0,-1.0,-1.0,-1.0,-0.9823625922887613,-1.0,-1.0,-1.0,-1.0,-0.9990200881920628,-0.999199038846616,-0.9858860948215882,0
